ID,Sex,Spayed_or_not,Birthday
094-026593,Male,Neutered,2014-03
094-026607,Female,Neutered,2014-06
094-026609,Female,Intact,2013-05
094-026622,Male,Neutered,2012-11
094-026634,Female,Neutered,2013-06
094-026652,Female,Neutered,2013-05
094-026680,Male,Neutered,2014-03
094-026691,Female,Neutered,2014-02
094-026699,Male,Intact,2013-06
094-026718,Male,Neutered,2014-04
094-026726,Male,Neutered,2012-10
094-026741,Female,Neutered,2014-04
094-026755,Female,Neutered,2013-01
094-026758,Female,Neutered,2013-01
094-026764,Male,Intact,2014-01
094-026766,Male,Intact,2014-04
094-026776,Female,Neutered,2013-01
094-026787,Male,Neutered,2013-12
094-026794,Male,Neutered,2013-12
094-026798,Male,Neutered,2014-04
094-026800,Male,Intact,2014-04
094-026804,Male,Intact,2014-04
094-026819,Male,Neutered,2013-02
094-026820,Male,Intact,2014-04
094-026825,Female,Neutered,2014-04
094-026828,Male,Neutered,2013-03
094-026843,Female,Neutered,2014-03
094-026847,Male,Neutered,2013-12
094-026859,Male,Neutered,2014-04
094-026873,Female,Neutered,2013-12
094-026874,Male,Neutered,2013-12
094-026902,Male,Neutered,2014-05
094-026923,Male,Intact,2014-04
094-026925,Male,Neutered,2013-07
094-026933,Female,Neutered,2014-01
094-026935,Male,Neutered,2013-10
094-026944,Male,Neutered,2013-05
094-026949,Female,Neutered,2013-12
094-026958,Male,Neutered,2012-08
094-026961,Female,Intact,2014-04
094-026962,Female,Intact,2013-05
094-026963,Female,Neutered,2013-09
094-026965,Male,Neutered,2013-10
094-026979,Male,Neutered,2013-09
094-027010,Male,Intact,2014-03
094-027023,Male,Intact,2013-04
094-027039,Female,Intact,2014-02
094-027045,Male,Neutered,2014-01
094-027085,Female,Neutered,2013-12
094-027101,Female,Neutered,2014-04
094-027106,Male,Neutered,2014-04
094-027108,Female,Neutered,2013-10
094-027116,Male,Neutered,2013-12
094-027159,Female,Neutered,2013-07
094-027170,Female,Intact,2014-04
094-027176,Male,Neutered,2013-02
094-027183,Male,Neutered,2013-12
094-027190,Male,Neutered,2013-09
094-027203,Female,Intact,2014-04
094-027207,Female,Intact,2014-04
094-027209,Female,Neutered,2013-10
094-027225,Male,Neutered,2014-02
094-027229,Male,Neutered,2013-11
094-027235,Male,Neutered,2013-02
094-027245,Male,Neutered,2014-04
094-027252,Male,Neutered,2013-10
094-027256,Male,Intact,2013-12
094-027271,Male,Intact,2014-03
094-027274,Male,Neutered,2014-05
094-027281,Male,Neutered,2014-04
094-027314,Female,Neutered,2013-12
094-027318,Female,Neutered,2014-01
094-027320,Male,Neutered,2012-07
094-027327,Female,Neutered,2014-05
094-027333,Male,Neutered,2014-04
094-027339,Female,Neutered,2014-05
094-027341,Female,Neutered,2014-02
094-027345,Male,Intact,2014-02
094-027369,Male,Neutered,2013-12
094-027376,Male,Neutered,2013-01
094-027379,Female,Intact,2014-01
094-027385,Female,Neutered,2014-05
094-027389,Male,Neutered,2012-12
094-027417,Male,Neutered,2014-04
094-027436,Female,Neutered,2013-11
094-027439,Female,Neutered,2013-05
094-027442,Female,Intact,2012-11
094-027443,Female,Intact,2013-02
094-027448,Female,Neutered,2014-05
094-027455,Male,Neutered,2012-07
094-027460,Male,Intact,2013-04
094-027469,Male,Neutered,2012-10
094-027471,Male,Neutered,2013-12
094-027486,Male,Neutered,2013-11
094-027487,Female,Neutered,2014-05
094-027496,Male,Intact,2014-04
094-027519,Male,Neutered,2014-04
094-027522,Male,Neutered,2014-05
094-027525,Female,Neutered,2014-03
094-027527,Male,Neutered,2013-06
094-027529,Male,Neutered,2014-06
094-027539,Male,Neutered,2013-06
094-027555,Female,Neutered,2014-02
094-027556,Female,Neutered,2014-02
094-027562,Male,Intact,2013-09
094-027578,Male,Neutered,2014-06
094-027584,Male,Neutered,2014-04
094-027589,Male,Intact,2013-01
094-027600,Female,Neutered,2013-07
094-027618,Male,Neutered,2014-04
094-027620,Female,Neutered,2014-01
094-027622,Female,Neutered,2014-04
094-027634,Male,Neutered,2014-05
094-027636,Female,Intact,2014-01
094-027652,Male,Intact,2013-11
094-027653,Female,Intact,2014-05
094-027658,Male,Intact,2013-07
094-027660,Male,Neutered,2013-12
094-027667,Male,Intact,2013-04
094-027668,Female,Intact,2013-05
094-027688,Female,Intact,2013-02
094-027702,Female,Neutered,2014-04
094-027708,Male,Neutered,2014-04
094-027728,Female,Neutered,2013-02
094-027734,Female,Intact,2013-01
094-027736,Male,Neutered,2013-02
094-027754,Female,Neutered,2013-04
094-027766,Male,Neutered,2014-05
094-027770,Female,Neutered,2014-01
094-027774,Male,Intact,2014-04
094-027782,Male,Neutered,2013-07
094-027789,Female,Neutered,2014-02
094-027792,Male,Intact,2013-12
094-027803,Male,Neutered,2013-10
094-027819,Male,Intact,2014-05
094-027826,Male,Intact,2014-04
094-027827,Male,Neutered,2012-09
094-027829,Male,Neutered,2013-12
094-027843,Male,Intact,2013-11
094-027847,Male,Intact,2014-01
094-027849,Female,Neutered,2014-03
094-027870,Male,Intact,2013-06
094-027872,Female,Neutered,2013-11
094-027877,Female,Neutered,2013-11
094-027899,Male,Neutered,2014-02
094-027905,Female,Neutered,2014-05
094-027917,Male,Neutered,2014-01
094-027930,Female,Neutered,2014-05
094-027944,Male,Neutered,2014-05
094-027948,Male,Neutered,2013-02
094-027975,Female,Neutered,2014-02
094-027993,Female,Intact,2014-05
094-027997,Male,Intact,2012-09
094-028004,Female,Neutered,2014-01
094-028008,Male,Intact,2013-10
094-028027,Female,Neutered,2014-04
094-028033,Male,Neutered,2014-03
094-028035,Female,Neutered,2014-03
094-028037,Female,Neutered,2014-05
094-028039,Female,Neutered,2013-08
094-028046,Male,Neutered,2014-01
094-028048,Male,Neutered,2013-12
094-028071,Male,Neutered,2014-05
094-028073,Male,Intact,2014-05
094-028084,Male,Neutered,2013-10
094-028106,Female,Neutered,2014-04
094-028125,Male,Intact,2014-06
094-028153,Male,Neutered,2013-08
094-028159,Female,Neutered,2013-11
094-028168,Male,Neutered,2014-03
094-028177,Female,Neutered,2014-05
094-028185,Male,Intact,2014-02
094-028187,Female,Neutered,2013-05
094-028191,Male,Neutered,2014-05
094-028192,Female,Neutered,2014-06
094-028207,Male,Neutered,2014-02
094-028211,Female,Neutered,2013-02
094-028213,Male,Neutered,2013-08
094-028215,Male,Neutered,2014-08
094-028259,Male,Neutered,2012-09
094-028261,Female,Neutered,2013-11
094-028265,Female,Neutered,2014-04
094-028269,Male,Neutered,2013-02
094-028282,Male,Intact,2014-06
094-028305,Female,Neutered,2014-06
094-028313,Male,Intact,2013-06
094-028320,Female,Neutered,2013-10
094-028322,Male,Neutered,2014-02
094-028324,Female,Neutered,2013-06
094-028333,Female,Intact,2014-05
094-028337,Female,Neutered,2014-06
094-028344,Male,Neutered,2014-04
094-028360,Female,Neutered,2014-04
094-028364,Male,Intact,2014-06
094-028366,Female,Neutered,2014-06
094-028368,Male,Neutered,2014-02
094-028372,Female,Intact,2014-06
094-028376,Male,Intact,2014-03
094-028393,Male,Intact,2013-12
094-028401,Male,Neutered,2013-07
094-028411,Male,Intact,2014-03
094-028425,Female,Neutered,2013-07
094-028426,Female,Intact,2013-07
094-028432,Female,Neutered,2014-06
094-028442,Male,Neutered,2014-04
094-028446,Female,Intact,2013-08
094-028452,Female,Neutered,2013-12
094-028454,Male,Neutered,2014-02
094-028456,Female,Neutered,2013-03
094-028463,Male,Neutered,2014-05
094-028478,Female,Neutered,2014-04
094-028491,Female,Neutered,2013-07
094-028514,Male,Neutered,2014-05
094-028519,Male,Neutered,2013-08
094-028554,Male,Intact,2014-01
094-028560,Male,Neutered,2013-03
094-028583,Male,Intact,2014-03
094-028584,Female,Neutered,2014-03
094-028592,Female,Neutered,2013-01
094-028614,Female,Intact,2014-07
094-028636,Male,Intact,2013-10
094-028642,Male,Neutered,2013-06
094-028646,Female,Intact,2014-03
094-028660,Male,Neutered,2013-11
094-028683,Male,Intact,2014-07
094-028686,Female,Neutered,2014-06
094-028690,Male,Neutered,2013-12
094-028709,Male,Neutered,2013-06
094-028718,Male,Neutered,2014-05
094-028722,Female,Neutered,2014-06
094-028726,Female,Neutered,2013-06
094-028735,Male,Neutered,2014-02
094-028740,Male,Neutered,2014-05
094-028747,Male,Neutered,2014-07
094-028748,Male,Intact,2014-02
094-028750,Male,Neutered,2013-11
094-028752,Male,Intact,2013-06
094-028767,Female,Neutered,2013-01
094-028774,Female,Neutered,2014-05
094-028799,Female,Neutered,2014-07
094-028801,Male,Neutered,2013-12
094-028803,Male,Neutered,2014-07
094-028809,Male,Intact,2012-09
094-028835,Male,Neutered,2014-06
094-028843,Female,Neutered,2014-03
094-028845,Female,Neutered,2013-09
094-028853,Female,Intact,2013-07
094-028855,Male,Intact,2014-03
094-028861,Male,Neutered,2014-06
094-028876,Female,Intact,2014-04
094-028880,Male,Neutered,2013-02
094-028888,Male,Intact,2014-07
094-028915,Female,Neutered,2013-12
094-028926,Female,Neutered,2014-06
094-028928,Female,Neutered,2013-09
094-028938,Female,Neutered,2014-03
094-028950,Female,Neutered,2014-04
094-028952,Male,Intact,2013-04
094-028953,Female,Intact,2013-09
094-028954,Female,Intact,2014-04
094-028975,Female,Neutered,2012-12
094-028986,Male,Neutered,2014-07
094-028988,Female,Neutered,2013-03
094-028997,Female,Neutered,2013-02
094-029011,Male,Neutered,2014-07
094-029013,Female,Neutered,2014-03
094-029033,Male,Neutered,2013-02
094-029038,Female,Neutered,2014-06
094-029052,Female,Neutered,2013-05
094-029070,Female,Neutered,2014-04
094-029072,Female,Neutered,2013-06
094-029076,Female,Neutered,2013-09
094-029085,Female,Neutered,2014-05
094-029087,Male,Neutered,2014-04
094-029092,Male,Neutered,2014-07
094-029098,Male,Neutered,2014-01
094-029106,Male,Neutered,2014-07
094-029109,Male,Neutered,2014-01
094-029113,Male,Neutered,2014-06
094-029115,Male,Neutered,2012-11
094-029116,Male,Neutered,2012-11
094-029118,Male,Neutered,2014-05
094-029120,Male,Neutered,2013-03
094-029145,Male,Intact,2012-09
094-029153,Female,Neutered,2013-09
094-029168,Male,Neutered,2013-05
094-029174,Male,Neutered,2012-12
094-029190,Male,Neutered,2013-09
094-029209,Male,Neutered,2014-05
094-029211,Male,Neutered,2013-02
094-029229,Female,Neutered,2012-12
094-029234,Female,Neutered,2013-06
094-029247,Male,Neutered,2014-06
094-029263,Male,Intact,2014-04
094-029265,Male,Neutered,2014-05
094-029278,Male,Intact,2012-12
094-029289,Male,Intact,2013-07
094-029303,Male,Intact,2013-08
094-029317,Female,Neutered,2013-05
094-029318,Female,Neutered,2013-04
094-029343,Female,Neutered,2014-05
094-029349,Female,Neutered,2013-07
094-029368,Male,Intact,2013-07
094-029370,Male,Neutered,2013-12
094-029382,Male,Intact,2013-07
094-029383,Male,Intact,2014-04
094-029386,Female,Neutered,2013-12
094-029396,Female,Neutered,2014-02
094-029407,Female,Neutered,2013-11
094-029412,Female,Neutered,2012-11
094-029424,Female,Neutered,2014-07
094-029426,Female,Neutered,2013-04
094-029432,Female,Neutered,2014-07
094-029435,Male,Intact,2013-02
094-029436,Female,Neutered,2014-02
094-029439,Male,Intact,2013-07
094-029444,Male,Intact,2014-06
094-029446,Female,Neutered,2013-05
094-029450,Male,Intact,2014-04
094-029470,Male,Neutered,2013-03
094-029478,Male,Intact,2014-04
094-029484,Female,Neutered,2014-04
094-029494,Male,Neutered,2014-06
094-029497,Male,Neutered,2014-06
094-029504,Male,Neutered,2013-10
094-029505,Male,Neutered,2013-10
094-029526,Female,Neutered,2014-06
094-029529,Female,Intact,2013-11
094-029542,Female,Neutered,2014-06
094-029560,Male,Neutered,2013-09
094-029572,Female,Neutered,2013-05
094-029574,Male,Neutered,2014-05
094-029603,Female,Intact,2014-07
094-029608,Female,Neutered,2014-06
094-029614,Female,Intact,2014-03
094-029616,Male,Neutered,2013-07
094-029626,Male,Neutered,2014-04
094-029635,Female,Intact,2013-03
094-029640,Male,Neutered,2014-04
094-029644,Female,Neutered,2013-05
094-029648,Female,Neutered,2013-02
094-029657,Male,Neutered,2014-03
094-029668,Female,Neutered,2014-06
094-029678,Male,Neutered,2012-11
094-029682,Male,Neutered,2013-05
094-029686,Male,Neutered,2014-01
094-029690,Male,Intact,2013-04
094-029698,Male,Intact,2013-06
094-029702,Male,Neutered,2014-03
094-029740,Male,Neutered,2013-10
094-029751,Male,Neutered,2014-05
094-029812,Female,Neutered,2013-11
094-029817,Female,Neutered,2014-04
094-029828,Male,Intact,2013-01
094-029840,Male,Neutered,2014-06
094-029849,Female,Intact,2014-07
094-029852,Male,Neutered,2014-05
094-029866,Male,Intact,2013-07
094-029874,Male,Intact,2014-01
094-029899,Female,Neutered,2013-06
094-029907,Female,Neutered,2014-05
094-029918,Female,Neutered,2014-06
094-029927,Male,Neutered,2013-01
094-029937,Male,Intact,2013-05
094-029945,Female,Neutered,2014-06
094-029996,Female,Neutered,2014-04
094-030026,Male,Neutered,2014-04
094-030046,Male,Neutered,2013-06
094-030065,Male,Intact,2012-12
094-030079,Male,Intact,2014-04
094-030083,Male,Intact,2013-09
094-030090,Male,Neutered,2014-03
094-030098,Female,Neutered,2013-02
094-030106,Female,Neutered,2014-06
094-030119,Male,Neutered,2013-08
094-030173,Female,Neutered,2012-11
094-030179,Female,Neutered,2014-08
094-030188,Male,Neutered,2014-04
094-030189,Female,Neutered,2013-12
094-030195,Male,Neutered,2014-06
094-030205,Female,Neutered,2014-06
094-030207,Female,Neutered,2013-04
094-030227,Male,Neutered,2014-07
094-030240,Female,Neutered,2013-05
094-030274,Male,Intact,2013-06
094-030286,Female,Neutered,2012-11
094-030294,Male,Neutered,2013-04
094-030301,Male,Intact,2013-09
094-030318,Female,Neutered,2013-05
094-030330,Male,Intact,2012-11
094-030331,Female,Neutered,2012-12
094-030332,Female,Neutered,2013-06
094-030333,Female,Neutered,2013-09
094-030334,Female,Intact,2013-09
094-030335,Male,Intact,2013-09
094-030336,Female,Neutered,2014-04
094-030346,Male,Neutered,2014-06
094-030371,Female,Neutered,2014-07
094-030375,Female,Neutered,2014-07
094-030376,Female,Neutered,2014-07
094-030408,Female,Neutered,2014-08
094-030428,Female,Neutered,2014-04
094-030429,Male,Intact,2013-11
094-030432,Female,Neutered,2012-11
094-030442,Female,Neutered,2012-12
094-030444,Female,Neutered,2014-05
094-030449,Male,Neutered,2013-05
094-030451,Male,Intact,2014-03
094-030465,Female,Intact,2012-10
094-030492,Male,Neutered,2013-11
094-030510,Male,Intact,2014-07
094-030518,Male,Neutered,2014-04
094-030523,Female,Neutered,2014-08
094-030530,Female,Neutered,2014-06
094-030532,Male,Neutered,2014-03
094-030558,Female,Neutered,2014-04
094-030568,Female,Neutered,2013-02
094-030569,Female,Neutered,2014-06
094-030571,Male,Neutered,2012-10
094-030579,Male,Intact,2014-06
094-030591,Female,Neutered,2014-04
094-030618,Female,Intact,2014-03
094-030637,Male,Neutered,2014-03
094-030639,Female,Neutered,2014-03
094-030652,Male,Intact,2013-07
094-030677,Female,Neutered,2012-11
094-030682,Female,Neutered,2014-05
094-030688,Male,Intact,2013-05
094-030700,Female,Neutered,2013-04
094-030705,Female,Neutered,2014-04
094-030720,Female,Neutered,2014-06
094-030748,Female,Intact,2014-05
094-030750,Female,Neutered,2014-05
094-030757,Male,Neutered,2014-07
094-030769,Female,Neutered,2012-12
094-030770,Male,Neutered,2014-03
094-030801,Female,Neutered,2013-10
094-030825,Female,Neutered,2013-06
094-030847,Female,Neutered,2014-07
094-030858,Female,Neutered,2013-05
094-030875,Female,Neutered,2014-06
094-030904,Female,Intact,2013-03
094-030917,Female,Neutered,2012-12
094-030931,Female,Neutered,2013-09
094-030954,Male,Intact,2013-09
094-030961,Female,Neutered,2014-04
094-030972,Male,Neutered,2012-10
094-030978,Male,Neutered,2014-07
094-030989,Male,Neutered,2014-04
094-031019,Female,Neutered,2013-03
094-031026,Female,Neutered,2014-08
094-031030,Male,Neutered,2014-05
094-031038,Male,Neutered,2013-02
094-031100,Female,Neutered,2013-04
094-031102,Female,Neutered,2014-07
094-031117,Female,Neutered,2013-04
094-031123,Male,Neutered,2013-11
094-031142,Male,Intact,2012-11
094-031144,Female,Neutered,2012-12
094-031153,Female,Neutered,2014-06
094-031155,Male,Intact,2014-07
094-031161,Male,Neutered,2013-12
094-031213,Male,Neutered,2014-06
094-031220,Male,Neutered,2014-01
094-031229,Male,Neutered,2012-12
094-031235,Male,Neutered,2013-09
094-031239,Female,Neutered,2013-06
094-031240,Male,Intact,2014-08
094-031245,Male,Neutered,2014-08
094-031268,Female,Neutered,2013-07
094-031315,Female,Neutered,2013-10
094-031358,Male,Neutered,2012-10
094-031373,Female,Neutered,2013-05
094-031375,Female,Neutered,2013-02
094-031383,Male,Neutered,2014-07
094-031386,Male,Intact,2014-02
094-031410,Female,Neutered,2013-10
094-031418,Female,Neutered,2013-12
094-031425,Male,Intact,2014-03
094-031430,Male,Intact,2014-07
094-031443,Male,Neutered,2014-06
094-031486,Female,Neutered,2014-06
094-031488,Female,Neutered,2013-02
094-031495,Female,Neutered,2014-04
094-031505,Male,Intact,2013-10
094-031508,Female,Neutered,2013-09
094-031522,Female,Neutered,2014-01
094-031528,Female,Neutered,2014-05
094-031546,Male,Neutered,2013-02
094-031566,Male,Intact,2014-06
094-031568,Male,Neutered,2013-12
094-031569,Male,Intact,2014-05
094-031576,Female,Neutered,2013-05
094-031600,Female,Neutered,2014-06
094-031615,Male,Neutered,2014-06
094-031658,Female,Neutered,2013-09
094-031666,Male,Intact,2014-07
094-031681,Male,Intact,2014-03
094-031682,Female,Neutered,2014-02
094-031688,Female,Neutered,2013-03
094-031689,Female,Neutered,2014-05
094-031692,Female,Intact,2014-05
094-031698,Male,Neutered,2013-07
094-031708,Male,Intact,2013-01
094-031710,Female,Neutered,2014-04
094-031722,Male,Intact,2014-06
094-031724,Female,Neutered,2012-11
094-031747,Male,Neutered,2013-11
094-031749,Female,Neutered,2013-08
094-031751,Male,Neutered,2013-06
094-031753,Male,Neutered,2012-11
094-031757,Female,Neutered,2014-06
094-031761,Female,Intact,2014-05
094-031769,Male,Intact,2013-04
094-031771,Female,Intact,2013-04
094-031783,Male,Intact,2014-04
094-031797,Male,Neutered,2013-03
094-031815,Female,Neutered,2014-01
094-031843,Male,Neutered,2014-08
094-031847,Male,Intact,2012-12
094-031849,Male,Intact,2014-01
094-031858,Female,Intact,2014-02
094-031868,Female,Neutered,2013-10
094-031883,Male,Neutered,2014-05
094-031888,Female,Neutered,2013-05
094-031914,Female,Neutered,2012-12
094-031916,Female,Neutered,2014-01
094-031973,Female,Neutered,2014-04
094-031988,Male,Neutered,2013-02
094-031998,Female,Intact,2012-11
094-032018,Female,Neutered,2014-03
094-032024,Female,Neutered,2013-12
094-032065,Male,Intact,2013-12
094-032072,Male,Intact,2014-05
094-032076,Male,Intact,2014-07
094-032086,Male,Neutered,2013-06
094-032091,Male,Neutered,2014-04
094-032094,Female,Neutered,2013-09
094-032095,Female,Neutered,2012-11
094-032107,Male,Intact,2013-07
094-032108,Female,Intact,2013-03
094-032109,Male,Intact,2013-04
094-032117,Female,Neutered,2014-01
094-032120,Male,Neutered,2014-08
094-032122,Male,Neutered,2013-02
094-032123,Female,Neutered,2013-08
094-032145,Female,Neutered,2014-05
094-032153,Male,Neutered,2013-02
094-032160,Male,Neutered,2014-04
094-032163,Female,Neutered,2013-04
094-032184,Male,Neutered,2013-08
094-032196,Female,Neutered,2014-06
094-032214,Female,Neutered,2012-12
094-032216,Male,Neutered,2014-06
094-032218,Male,Neutered,2014-02
094-032222,Female,Intact,2013-10
094-032231,Female,Neutered,2013-07
094-032234,Male,Neutered,2014-05
094-032240,Female,Intact,2014-06
094-032255,Female,Neutered,2012-12
094-032259,Female,Intact,2013-12
094-032265,Female,Neutered,2014-06
094-032275,Male,Neutered,2013-07
094-032278,Female,Neutered,2013-03
094-032306,Female,Intact,2014-01
094-032332,Female,Neutered,2014-06
094-032353,Male,Neutered,2013-09
094-032357,Male,Neutered,2013-04
094-032381,Male,Neutered,2014-06
094-032409,Female,Intact,2014-01
094-032415,Male,Neutered,2014-01
094-032419,Female,Neutered,2014-05
094-032449,Male,Intact,2013-01
094-032486,Male,Intact,2013-04
094-032494,Female,Neutered,2014-08
094-032496,Male,Intact,2013-07
094-032542,Female,Intact,2014-06
094-032559,Male,Intact,2014-01
094-032570,Male,Neutered,2014-08
094-032571,Male,Intact,2014-09
094-032578,Male,Neutered,2014-06
094-032589,Female,Neutered,2013-04
094-032611,Female,Neutered,2014-01
094-032656,Female,Neutered,2013-09
094-032658,Female,Neutered,2014-06
094-032674,Female,Neutered,2013-08
094-032679,Male,Intact,2013-10
094-032684,Female,Neutered,2014-01
094-032690,Female,Neutered,2014-06
094-032722,Male,Neutered,2014-05
094-032726,Male,Intact,2013-05
094-032730,Female,Neutered,2013-08
094-032738,Male,Neutered,2014-04
094-032751,Female,Neutered,2013-06
094-032780,Female,Neutered,2014-06
094-032804,Male,Neutered,2013-01
094-032814,Male,Neutered,2013-06
094-032821,Female,Neutered,2013-09
094-032849,Male,Neutered,2014-01
094-032854,Female,Neutered,2014-01
094-032874,Female,Neutered,2013-07
094-032880,Female,Neutered,2013-04
094-032883,Female,Neutered,2014-02
094-032887,Female,Intact,2013-04
094-032888,Female,Intact,2013-11
094-032892,Female,Neutered,2014-04
094-032904,Male,Neutered,2013-06
094-032908,Male,Neutered,2014-04
094-032911,Male,Neutered,2014-02
094-032919,Male,Neutered,2014-03
094-032924,Female,Neutered,2013-11
094-032933,Male,Neutered,2014-06
094-032947,Female,Neutered,2014-05
094-032969,Female,Intact,2014-03
094-032975,Female,Neutered,2014-02
094-033018,Female,Neutered,2014-03
094-033028,Female,Neutered,2014-03
094-033032,Male,Intact,2013-10
094-033033,Male,Intact,2014-07
094-033037,Female,Neutered,2013-08
094-033055,Female,Neutered,2012-12
094-033081,Female,Intact,2014-04
094-033110,Male,Intact,2014-06
094-033132,Female,Neutered,2012-12
094-033137,Male,Neutered,2013-03
094-033154,Male,Intact,2014-09
094-033179,Male,Neutered,2013-01
094-033214,Male,Intact,2013-07
094-033216,Male,Neutered,2014-08
094-033233,Male,Neutered,2014-06
094-033266,Female,Neutered,2014-05
094-033275,Male,Neutered,2014-07
094-033297,Female,Neutered,2013-03
094-033320,Male,Neutered,2014-04
094-033336,Female,Neutered,2014-05
094-033368,Male,Intact,2014-05
094-033401,Male,Neutered,2014-06
094-033419,Female,Neutered,2013-09
094-033490,Female,Intact,2014-05
094-033492,Male,Intact,2014-06
094-033516,Female,Intact,2013-02
094-033517,Female,Intact,2013-02
094-033518,Female,Intact,2014-06
094-033532,Female,Neutered,2014-04
094-033570,Male,Neutered,2014-07
094-033590,Male,Neutered,2014-03
094-033611,Female,Neutered,2013-05
094-033639,Male,Neutered,2013-12
094-033684,Female,Neutered,2014-06
094-033692,Female,Neutered,2013-01
094-033705,Female,Neutered,2013-01
094-033725,Female,Neutered,2014-03
094-033745,Female,Neutered,2014-01
094-033763,Male,Neutered,2014-07
094-033764,Female,Neutered,2014-07
094-033795,Female,Neutered,2013-11
094-033838,Male,Neutered,2014-06
094-033864,Female,Neutered,2013-02
094-033892,Female,Neutered,2014-06
094-033905,Male,Intact,2013-02
094-033913,Female,Neutered,2013-04
094-033931,Male,Neutered,2014-06
094-033970,Female,Neutered,2014-05
094-033983,Female,Intact,2014-05
094-034028,Female,Neutered,2014-05
094-034076,Female,Neutered,2014-06
094-034082,Male,Intact,2013-01
094-034090,Male,Neutered,2013-07
094-034118,Male,Intact,2014-01
094-034145,Female,Intact,2013-08
094-034219,Male,Neutered,2013-03
094-034229,Male,Neutered,2014-03
094-034255,Male,Neutered,2013-10
094-034261,Male,Neutered,2013-11
094-034293,Female,Intact,2014-06
094-034302,Female,Neutered,2014-02
094-034320,Female,Neutered,2013-11
094-034325,Female,Neutered,2013-07
094-034326,Male,Neutered,2013-07
094-034348,Male,Neutered,2013-08
094-034375,Male,Neutered,2014-08
094-034409,Male,Neutered,2013-01
094-034411,Female,Neutered,2013-06
094-034422,Male,Intact,2014-02
094-034430,Female,Neutered,2014-06
094-034443,Male,Neutered,2013-09
094-034475,Male,Neutered,2014-01
094-034517,Male,Neutered,2013-09
094-034547,Female,Neutered,2013-11
094-034564,Female,Intact,2014-07
094-034594,Female,Intact,2014-06
094-034673,Male,Neutered,2013-04
094-034691,Male,Neutered,2013-04
094-034772,Female,Neutered,2014-09
094-034810,Male,Intact,2014-09
